observation_id,year,session_date,evidence_type,stated_local_time,local_timezone,normalized_utc,value_numeric,unit,normalized_value_c,stated_value_text,session_semantics,source_title,source_url,source_class,evidence_quality,measurement_semantics,observation_status,evidence_context,local_asset,review_note
PTSC2021-0367,2021,2021-05-22,TRACK_TEMPERATURE,16:15:00,America/Indiana/Indianapolis,2021-05-22T20:15:00Z,119.0,degF,48.333333333333336,119°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2021 Temp Archive; source row 367; selected date-block occurrence 1; sensor average 118.8°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2021-0368,2021,2021-05-22,TRACK_TEMPERATURE,16:30:00,America/Indiana/Indianapolis,2021-05-22T20:30:00Z,119.0,degF,48.333333333333336,119°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2021 Temp Archive; source row 368; selected date-block occurrence 1; sensor average 119.2°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2021-0369,2021,2021-05-22,TRACK_TEMPERATURE,16:45:00,America/Indiana/Indianapolis,2021-05-22T20:45:00Z,118.0,degF,47.77777777777778,118°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2021 Temp Archive; source row 369; selected date-block occurrence 1; sensor average 117.85°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2021-0370,2021,2021-05-22,TRACK_TEMPERATURE,17:00:00,America/Indiana/Indianapolis,2021-05-22T21:00:00Z,117.0,degF,47.22222222222222,117°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2021 Temp Archive; source row 370; selected date-block occurrence 1; sensor average 116.7°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2021-0371,2021,2021-05-22,TRACK_TEMPERATURE,17:15:00,America/Indiana/Indianapolis,2021-05-22T21:15:00Z,114.0,degF,45.55555555555556,114°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2021 Temp Archive; source row 371; selected date-block occurrence 1; sensor average 114.175°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2021-0372,2021,2021-05-22,TRACK_TEMPERATURE,17:30:00,America/Indiana/Indianapolis,2021-05-22T21:30:00Z,114.0,degF,45.55555555555556,114°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2021 Temp Archive; source row 372; selected date-block occurrence 1; sensor average 113.95°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2021-0373,2021,2021-05-22,TRACK_TEMPERATURE,17:45:00,America/Indiana/Indianapolis,2021-05-22T21:45:00Z,113.0,degF,45.0,113°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2021 Temp Archive; source row 373; selected date-block occurrence 1; sensor average 113.2°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2021-0374,2021,2021-05-22,TRACK_TEMPERATURE,17:50:00,America/Indiana/Indianapolis,2021-05-22T21:50:00Z,112.0,degF,44.44444444444444,112°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2021 Temp Archive; source row 374; selected date-block occurrence 1; sensor average 111.85°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2022-0376,2022,2022-05-21,TRACK_TEMPERATURE,08:00:00,America/Indiana/Indianapolis,2022-05-21T12:00:00Z,78.0,degF,25.555555555555557,78°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2022 Temp Archive; source row 376; selected date-block occurrence 1; sensor average 78.35000000000001°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2022-0377,2022,2022-05-21,TRACK_TEMPERATURE,08:15:00,America/Indiana/Indianapolis,2022-05-21T12:15:00Z,79.0,degF,26.11111111111111,79°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2022 Temp Archive; source row 377; selected date-block occurrence 1; sensor average 78.4°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2022-0378,2022,2022-05-21,TRACK_TEMPERATURE,08:30:00,America/Indiana/Indianapolis,2022-05-21T12:30:00Z,80.0,degF,26.666666666666668,80°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2022 Temp Archive; source row 378; selected date-block occurrence 1; sensor average 80.07499999999999°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2022-0379,2022,2022-05-21,TRACK_TEMPERATURE,08:45:00,America/Indiana/Indianapolis,2022-05-21T12:45:00Z,82.0,degF,27.77777777777778,82°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2022 Temp Archive; source row 379; selected date-block occurrence 1; sensor average 82.0°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2022-0380,2022,2022-05-21,TRACK_TEMPERATURE,09:00:00,America/Indiana/Indianapolis,2022-05-21T13:00:00Z,85.0,degF,29.444444444444443,85°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2022 Temp Archive; source row 380; selected date-block occurrence 1; sensor average 84.6°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2022-0381,2022,2022-05-21,TRACK_TEMPERATURE,09:15:00,America/Indiana/Indianapolis,2022-05-21T13:15:00Z,85.0,degF,29.444444444444443,85°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2022 Temp Archive; source row 381; selected date-block occurrence 1; sensor average 85.32499999999999°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2022-0382,2022,2022-05-21,TRACK_TEMPERATURE,09:30:00,America/Indiana/Indianapolis,2022-05-21T13:30:00Z,86.0,degF,30.0,86°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2022 Temp Archive; source row 382; selected date-block occurrence 1; sensor average 86.275°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2022-0383,2022,2022-05-21,TRACK_TEMPERATURE,10:30:00,America/Indiana/Indianapolis,2022-05-21T14:30:00Z,86.0,degF,30.0,86°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2022 Temp Archive; source row 383; selected date-block occurrence 1; sensor average 86.175°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2022-0384,2022,2022-05-21,TRACK_TEMPERATURE,10:45:00,America/Indiana/Indianapolis,2022-05-21T14:45:00Z,86.0,degF,30.0,86°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2022 Temp Archive; source row 384; selected date-block occurrence 1; sensor average 85.475°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2022-0385,2022,2022-05-21,TRACK_TEMPERATURE,11:00:00,America/Indiana/Indianapolis,2022-05-21T15:00:00Z,86.0,degF,30.0,86°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2022 Temp Archive; source row 385; selected date-block occurrence 1; sensor average 85.625°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2022-0386,2022,2022-05-21,TRACK_TEMPERATURE,11:15:00,America/Indiana/Indianapolis,2022-05-21T15:15:00Z,86.0,degF,30.0,86°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2022 Temp Archive; source row 386; selected date-block occurrence 1; sensor average 86.5°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2022-0387,2022,2022-05-21,TRACK_TEMPERATURE,11:30:00,America/Indiana/Indianapolis,2022-05-21T15:30:00Z,88.0,degF,31.11111111111111,88°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2022 Temp Archive; source row 387; selected date-block occurrence 1; sensor average 88.275°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2022-0388,2022,2022-05-21,TRACK_TEMPERATURE,11:45:00,America/Indiana/Indianapolis,2022-05-21T15:45:00Z,91.0,degF,32.77777777777778,91°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2022 Temp Archive; source row 388; selected date-block occurrence 1; sensor average 91.1°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2022-0389,2022,2022-05-21,TRACK_TEMPERATURE,12:00:00,America/Indiana/Indianapolis,2022-05-21T16:00:00Z,92.0,degF,33.333333333333336,92°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2022 Temp Archive; source row 389; selected date-block occurrence 1; sensor average 91.85°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2022-0390,2022,2022-05-21,TRACK_TEMPERATURE,12:15:00,America/Indiana/Indianapolis,2022-05-21T16:15:00Z,99.0,degF,37.22222222222222,99°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2022 Temp Archive; source row 390; selected date-block occurrence 1; sensor average 99.55°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2022-0391,2022,2022-05-21,TRACK_TEMPERATURE,12:30:00,America/Indiana/Indianapolis,2022-05-21T16:30:00Z,105.0,degF,40.55555555555556,105°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2022 Temp Archive; source row 391; selected date-block occurrence 1; sensor average 105.3°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2022-0392,2022,2022-05-21,TRACK_TEMPERATURE,12:45:00,America/Indiana/Indianapolis,2022-05-21T16:45:00Z,107.0,degF,41.666666666666664,107°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2022 Temp Archive; source row 392; selected date-block occurrence 1; sensor average 107.225°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2022-0393,2022,2022-05-21,TRACK_TEMPERATURE,13:00:00,America/Indiana/Indianapolis,2022-05-21T17:00:00Z,110.0,degF,43.333333333333336,110°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2022 Temp Archive; source row 393; selected date-block occurrence 1; sensor average 110.075°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2022-0394,2022,2022-05-21,TRACK_TEMPERATURE,13:15:00,America/Indiana/Indianapolis,2022-05-21T17:15:00Z,107.0,degF,41.666666666666664,107°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2022 Temp Archive; source row 394; selected date-block occurrence 1; sensor average 106.6425°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2022-0395,2022,2022-05-21,TRACK_TEMPERATURE,13:30:00,America/Indiana/Indianapolis,2022-05-21T17:30:00Z,106.0,degF,41.111111111111114,106°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2022 Temp Archive; source row 395; selected date-block occurrence 1; sensor average 105.725°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2022-0396,2022,2022-05-21,TRACK_TEMPERATURE,13:45:00,America/Indiana/Indianapolis,2022-05-21T17:45:00Z,101.0,degF,38.333333333333336,101°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2022 Temp Archive; source row 396; selected date-block occurrence 1; sensor average 101.4°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2022-0397,2022,2022-05-21,TRACK_TEMPERATURE,14:00:00,America/Indiana/Indianapolis,2022-05-21T18:00:00Z,100.0,degF,37.77777777777778,100°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2022 Temp Archive; source row 397; selected date-block occurrence 1; sensor average 101.925°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2022-0398,2022,2022-05-21,TRACK_TEMPERATURE,14:15:00,America/Indiana/Indianapolis,2022-05-21T18:15:00Z,103.0,degF,39.44444444444444,103°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2022 Temp Archive; source row 398; selected date-block occurrence 1; sensor average 102.25°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2022-0399,2022,2022-05-21,TRACK_TEMPERATURE,14:30:00,America/Indiana/Indianapolis,2022-05-21T18:30:00Z,93.0,degF,33.888888888888886,93°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2022 Temp Archive; source row 399; selected date-block occurrence 1; sensor average 93.05°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
