path,key,value_type,value,year,session_id
root.records[26].LapsComplete,LapsComplete,NoneType,None,2019,5565
root.records[26].LapsDown,LapsDown,NoneType,None,2019,5565
root.records[26].BestLapTime,BestLapTime,NoneType,None,2019,5565
root.records[26].InLap,InLap,NoneType,None,2019,5565
root.records[26].LapsLed,LapsLed,NoneType,None,2019,5565
root.records[26].QualLap1,QualLap1,str, 39.4854,2019,5565
root.records[26].QualLap2,QualLap2,str, 39.5270,2019,5565
root.records[26].QualLap3,QualLap3,str, 39.5860,2019,5565
root.records[26].QualLap4,QualLap4,str, 39.6558,2019,5565
root.records[27].DriverUrl,DriverUrl,NoneType,None,2019,5565
root.records[27].ElapsedTime,ElapsedTime,str,02:38.3523,2019,5565
root.records[27].LapsComplete,LapsComplete,NoneType,None,2019,5565
root.records[27].LapsDown,LapsDown,NoneType,None,2019,5565
root.records[27].BestLapTime,BestLapTime,NoneType,None,2019,5565
root.records[27].InLap,InLap,NoneType,None,2019,5565
root.records[27].LapsLed,LapsLed,NoneType,None,2019,5565
root.records[27].QualLap1,QualLap1,str, 39.4136,2019,5565
root.records[27].QualLap2,QualLap2,str, 39.5770,2019,5565
root.records[27].QualLap3,QualLap3,str, 39.6792,2019,5565
root.records[27].QualLap4,QualLap4,str, 39.6825,2019,5565
root.records[28].DriverUrl,DriverUrl,str,/Drivers/Felix-Rosenqvist,2019,5565
root.records[28].ElapsedTime,ElapsedTime,str,02:38.3834,2019,5565
root.records[28].LapsComplete,LapsComplete,NoneType,None,2019,5565
root.records[28].LapsDown,LapsDown,NoneType,None,2019,5565
root.records[28].BestLapTime,BestLapTime,NoneType,None,2019,5565
root.records[28].InLap,InLap,NoneType,None,2019,5565
root.records[28].LapsLed,LapsLed,NoneType,None,2019,5565
root.records[28].QualLap1,QualLap1,str, 39.5183,2019,5565
root.records[28].QualLap2,QualLap2,str, 39.5561,2019,5565
root.records[28].QualLap3,QualLap3,str, 39.6150,2019,5565
root.records[28].QualLap4,QualLap4,str, 39.6940,2019,5565
root.records[29].DriverUrl,DriverUrl,NoneType,None,2019,5565
root.records[29].ElapsedTime,ElapsedTime,str,02:38.4203,2019,5565
root.records[29].LapsComplete,LapsComplete,NoneType,None,2019,5565
root.records[29].LapsDown,LapsDown,NoneType,None,2019,5565
root.records[29].BestLapTime,BestLapTime,NoneType,None,2019,5565
root.records[29].InLap,InLap,NoneType,None,2019,5565
root.records[29].LapsLed,LapsLed,NoneType,None,2019,5565
root.records[29].QualLap1,QualLap1,str, 39.4099,2019,5565
root.records[29].QualLap2,QualLap2,str, 39.5814,2019,5565
root.records[29].QualLap3,QualLap3,str, 39.7379,2019,5565
root.records[29].QualLap4,QualLap4,str, 39.6911,2019,5565
root.SessionReports,SessionReports,list,,2019,5565
root.SessionReports[0].DocumentID,DocumentID,str,340b5372-8828-4ec3-bd71-3a815c1c03f9,2019,5565
root.SessionReports[0].Name,Name,str,Overall Results,2019,5565
root.SessionReports[0].Url,Url,str,INDYCAR/Documents/5565/2019-05-18/indycar-qualresults.pdf,2019,5565
root.SessionReports[0].FileType,FileType,str,application/pdf,2019,5565
root.SessionReports[0].modified_date,modified_date,str,/Date(1558221805500)/,2019,5565
root.SessionReports[0].IsActive,IsActive,bool,True,2019,5565
root.SessionReports[0].DocumentType,DocumentType,str,Overall Results,2019,5565
root.SessionReports[0].SortOrder,SortOrder,int,6,2019,5565
root.SessionReports[1].DocumentID,DocumentID,str,ce59de93-5d14-4141-802a-246353a325f4,2019,5565
root.SessionReports[1].Name,Name,str,Results,2019,5565
root.SessionReports[1].Url,Url,str,INDYCAR/Documents/5565/2019-05-18/indycar-results-quals-day1.pdf,2019,5565
root.SessionReports[1].FileType,FileType,str,application/pdf,2019,5565
root.SessionReports[1].modified_date,modified_date,str,/Date(1558217851773)/,2019,5565
root.SessionReports[1].IsActive,IsActive,bool,True,2019,5565
root.SessionReports[1].DocumentType,DocumentType,str,Results,2019,5565
root.SessionReports[1].SortOrder,SortOrder,int,8,2019,5565
root.SessionReports[2].DocumentID,DocumentID,str,116f4d16-0f51-4df9-af24-add490cfb7db,2019,5565
root.SessionReports[2].Name,Name,str,Section Results,2019,5565
root.SessionReports[2].Url,Url,str,INDYCAR/Documents/5565/2019-05-18/indycar-sectionresults-quals-day1.pdf,2019,5565
root.SessionReports[2].FileType,FileType,str,application/pdf,2019,5565
root.SessionReports[2].modified_date,modified_date,str,/Date(1558217868440)/,2019,5565
root.SessionReports[2].IsActive,IsActive,bool,True,2019,5565
root.SessionReports[2].DocumentType,DocumentType,str,Section Results,2019,5565
root.SessionReports[2].SortOrder,SortOrder,int,9,2019,5565
root.SessionReports[3].DocumentID,DocumentID,str,c98d372e-181e-4509-ab05-2d71b6a7def0,2019,5565
root.SessionReports[3].Name,Name,str,Top Section Times,2019,5565
root.SessionReports[3].Url,Url,str,INDYCAR/Documents/5565/2019-05-18/indycar-topsectiontimes-quals-day1.pdf,2019,5565
root.SessionReports[3].FileType,FileType,str,application/pdf,2019,5565
root.SessionReports[3].modified_date,modified_date,str,/Date(1558217881333)/,2019,5565
root.SessionReports[3].IsActive,IsActive,bool,True,2019,5565
root.SessionReports[3].DocumentType,DocumentType,str,Top Section Times,2019,5565
root.SessionReports[3].SortOrder,SortOrder,int,10,2019,5565
root.records[0].DriverUrl,DriverUrl,str,/Drivers/Alex-Palou,2025,6656
root.records[0].ElapsedTime,ElapsedTime,str,02:34.4781,2025,6656
root.records[0].LapsComplete,LapsComplete,NoneType,None,2025,6656
root.records[0].LapsDown,LapsDown,NoneType,None,2025,6656
root.records[0].BestLapTime,BestLapTime,NoneType,None,2025,6656
root.records[0].InLap,InLap,NoneType,None,2025,6656
root.records[0].LapsLed,LapsLed,NoneType,None,2025,6656
root.records[0].QualLap1,QualLap1,str, 38.6133,2025,6656
root.records[0].QualLap2,QualLap2,str, 38.6088,2025,6656
root.records[0].QualLap3,QualLap3,str, 38.6325,2025,6656
root.records[0].QualLap4,QualLap4,str, 38.6235,2025,6656
root.records[1].DriverUrl,DriverUrl,str,/Drivers/Scott-McLaughlin,2025,6656
root.records[1].ElapsedTime,ElapsedTime,str,02:34.4979,2025,6656
root.records[1].LapsComplete,LapsComplete,NoneType,None,2025,6656
root.records[1].LapsDown,LapsDown,NoneType,None,2025,6656
root.records[1].BestLapTime,BestLapTime,NoneType,None,2025,6656
root.records[1].InLap,InLap,NoneType,None,2025,6656
root.records[1].LapsLed,LapsLed,NoneType,None,2025,6656
root.records[1].QualLap1,QualLap1,str, 38.6043,2025,6656
root.records[1].QualLap2,QualLap2,str, 38.7107,2025,6656
root.records[1].QualLap3,QualLap3,str, 38.5799,2025,6656
root.records[1].QualLap4,QualLap4,str, 38.6030,2025,6656
root.records[2].DriverUrl,DriverUrl,str,/Drivers/Josef-Newgarden,2025,6656
root.records[2].ElapsedTime,ElapsedTime,str,02:34.5036,2025,6656
root.records[2].LapsComplete,LapsComplete,NoneType,None,2025,6656
root.records[2].LapsDown,LapsDown,NoneType,None,2025,6656
root.records[2].BestLapTime,BestLapTime,NoneType,None,2025,6656
root.records[2].InLap,InLap,NoneType,None,2025,6656
root.records[2].LapsLed,LapsLed,NoneType,None,2025,6656
root.records[2].QualLap1,QualLap1,str, 38.6151,2025,6656
root.records[2].QualLap2,QualLap2,str, 38.6252,2025,6656
root.records[2].QualLap3,QualLap3,str, 38.6271,2025,6656
root.records[2].QualLap4,QualLap4,str, 38.6362,2025,6656
root.records[3].DriverUrl,DriverUrl,str,/Drivers/Pato-OWard,2025,6656
root.records[3].ElapsedTime,ElapsedTime,str,02:34.6257,2025,6656
root.records[3].LapsComplete,LapsComplete,NoneType,None,2025,6656
root.records[3].LapsDown,LapsDown,NoneType,None,2025,6656
root.records[3].BestLapTime,BestLapTime,NoneType,None,2025,6656
root.records[3].InLap,InLap,NoneType,None,2025,6656
root.records[3].LapsLed,LapsLed,NoneType,None,2025,6656
root.records[3].QualLap1,QualLap1,str, 38.6512,2025,6656
root.records[3].QualLap2,QualLap2,str, 38.6486,2025,6656
root.records[3].QualLap3,QualLap3,str, 38.6614,2025,6656
root.records[3].QualLap4,QualLap4,str, 38.6645,2025,6656
root.records[4].DriverUrl,DriverUrl,str,/Drivers/Scott-Dixon,2025,6656
root.records[4].ElapsedTime,ElapsedTime,str,02:34.7327,2025,6656
root.records[4].LapsComplete,LapsComplete,NoneType,None,2025,6656
root.records[4].LapsDown,LapsDown,NoneType,None,2025,6656
root.records[4].BestLapTime,BestLapTime,NoneType,None,2025,6656
root.records[4].InLap,InLap,NoneType,None,2025,6656
root.records[4].LapsLed,LapsLed,NoneType,None,2025,6656
root.records[4].QualLap1,QualLap1,str, 38.6892,2025,6656
root.records[4].QualLap2,QualLap2,str, 38.6806,2025,6656
root.records[4].QualLap3,QualLap3,str, 38.6962,2025,6656
root.records[4].QualLap4,QualLap4,str, 38.6667,2025,6656
root.records[5].DriverUrl,DriverUrl,NoneType,None,2025,6656
root.records[5].ElapsedTime,ElapsedTime,str,02:34.7828,2025,6656
root.records[5].LapsComplete,LapsComplete,NoneType,None,2025,6656
root.records[5].LapsDown,LapsDown,NoneType,None,2025,6656
root.records[5].BestLapTime,BestLapTime,NoneType,None,2025,6656
root.records[5].InLap,InLap,NoneType,None,2025,6656
root.records[5].LapsLed,LapsLed,NoneType,None,2025,6656
root.records[5].QualLap1,QualLap1,str, 38.5885,2025,6656
root.records[5].QualLap2,QualLap2,str, 38.6101,2025,6656
root.records[5].QualLap3,QualLap3,str, 38.7885,2025,6656
root.records[5].QualLap4,QualLap4,str, 38.7957,2025,6656
root.records[6].DriverUrl,DriverUrl,str,/Drivers/David-Malukas,2025,6656
root.records[6].ElapsedTime,ElapsedTime,str,02:34.8080,2025,6656
root.records[6].LapsComplete,LapsComplete,NoneType,None,2025,6656
root.records[6].LapsDown,LapsDown,NoneType,None,2025,6656
root.records[6].BestLapTime,BestLapTime,NoneType,None,2025,6656
root.records[6].InLap,InLap,NoneType,None,2025,6656
root.records[6].LapsLed,LapsLed,NoneType,None,2025,6656
root.records[6].QualLap1,QualLap1,str, 38.6251,2025,6656
root.records[6].QualLap2,QualLap2,str, 38.6378,2025,6656
root.records[6].QualLap3,QualLap3,str, 38.7685,2025,6656
root.records[6].QualLap4,QualLap4,str, 38.7766,2025,6656
root.records[7].DriverUrl,DriverUrl,str,/Drivers/Felix-Rosenqvist,2025,6656
root.records[7].ElapsedTime,ElapsedTime,str,02:34.8726,2025,6656
root.records[7].LapsComplete,LapsComplete,NoneType,None,2025,6656
root.records[7].LapsDown,LapsDown,NoneType,None,2025,6656
root.records[7].BestLapTime,BestLapTime,NoneType,None,2025,6656
root.records[7].InLap,InLap,NoneType,None,2025,6656
root.records[7].LapsLed,LapsLed,NoneType,None,2025,6656
root.records[7].QualLap1,QualLap1,str, 38.5713,2025,6656
root.records[7].QualLap2,QualLap2,str, 38.5816,2025,6656
root.records[7].QualLap3,QualLap3,str, 38.9564,2025,6656
root.records[7].QualLap4,QualLap4,str, 38.7633,2025,6656
root.records[8].DriverUrl,DriverUrl,str,/Drivers/Takuma-Sato,2025,6656
root.records[8].ElapsedTime,ElapsedTime,str,02:34.8951,2025,6656
root.records[8].LapsComplete,LapsComplete,NoneType,None,2025,6656
root.records[8].LapsDown,LapsDown,NoneType,None,2025,6656
root.records[8].BestLapTime,BestLapTime,NoneType,None,2025,6656
root.records[8].InLap,InLap,NoneType,None,2025,6656
root.records[8].LapsLed,LapsLed,NoneType,None,2025,6656
root.records[8].QualLap1,QualLap1,str, 38.6448,2025,6656
root.records[8].QualLap2,QualLap2,str, 38.6533,2025,6656
root.records[8].QualLap3,QualLap3,str, 38.8416,2025,6656
root.records[8].QualLap4,QualLap4,str, 38.7554,2025,6656
root.records[9].DriverUrl,DriverUrl,str,/Drivers/Will-Power,2025,6656
root.records[9].ElapsedTime,ElapsedTime,str,02:35.0760,2025,6656
root.records[9].LapsComplete,LapsComplete,NoneType,None,2025,6656
root.records[9].LapsDown,LapsDown,NoneType,None,2025,6656
root.records[9].BestLapTime,BestLapTime,NoneType,None,2025,6656
root.records[9].InLap,InLap,NoneType,None,2025,6656
root.records[9].LapsLed,LapsLed,NoneType,None,2025,6656
root.records[9].QualLap1,QualLap1,str, 38.7638,2025,6656
root.records[9].QualLap2,QualLap2,str, 38.7848,2025,6656
root.records[9].QualLap3,QualLap3,str, 38.7879,2025,6656
root.records[9].QualLap4,QualLap4,str, 38.7395,2025,6656
root.records[10].DriverUrl,DriverUrl,str,/Drivers/Marcus-Ericsson,2025,6656
root.records[10].ElapsedTime,ElapsedTime,str,02:35.0843,2025,6656
root.records[10].LapsComplete,LapsComplete,NoneType,None,2025,6656
root.records[10].LapsDown,LapsDown,NoneType,None,2025,6656
root.records[10].BestLapTime,BestLapTime,NoneType,None,2025,6656
root.records[10].InLap,InLap,NoneType,None,2025,6656
root.records[10].LapsLed,LapsLed,NoneType,None,2025,6656
root.records[10].QualLap1,QualLap1,str, 38.7726,2025,6656
root.records[10].QualLap2,QualLap2,str, 38.7193,2025,6656
root.records[10].QualLap3,QualLap3,str, 38.7681,2025,6656
root.records[10].QualLap4,QualLap4,str, 38.8243,2025,6656
root.records[11].DriverUrl,DriverUrl,str,/Drivers/Christian-Lundgaard,2025,6656
root.records[11].ElapsedTime,ElapsedTime,str,02:35.3004,2025,6656
root.records[11].LapsComplete,LapsComplete,NoneType,None,2025,6656
root.records[11].LapsDown,LapsDown,NoneType,None,2025,6656
root.records[11].BestLapTime,BestLapTime,NoneType,None,2025,6656
root.records[11].InLap,InLap,NoneType,None,2025,6656
root.records[11].LapsLed,LapsLed,NoneType,None,2025,6656
root.records[11].QualLap1,QualLap1,str, 38.8304,2025,6656
root.records[11].QualLap2,QualLap2,str, 38.7789,2025,6656
root.records[11].QualLap3,QualLap3,str, 38.8518,2025,6656
root.records[11].QualLap4,QualLap4,str, 38.8393,2025,6656
root.records[12].DriverUrl,DriverUrl,str,/Drivers/Conor-Daly,2025,6656
root.records[12].ElapsedTime,ElapsedTime,str,02:35.3568,2025,6656
root.records[12].LapsComplete,LapsComplete,NoneType,None,2025,6656
root.records[12].LapsDown,LapsDown,NoneType,None,2025,6656
root.records[12].BestLapTime,BestLapTime,NoneType,None,2025,6656
root.records[12].InLap,InLap,NoneType,None,2025,6656
root.records[12].LapsLed,LapsLed,NoneType,None,2025,6656
root.records[12].QualLap1,QualLap1,str, 38.8318,2025,6656
root.records[12].QualLap2,QualLap2,str, 38.8140,2025,6656
root.records[12].QualLap3,QualLap3,str, 38.8147,2025,6656
root.records[12].QualLap4,QualLap4,str, 38.8963,2025,6656
root.records[13].DriverUrl,DriverUrl,str,/Drivers/Alexander-Rossi,2025,6656
root.records[13].ElapsedTime,ElapsedTime,str,02:35.3725,2025,6656
root.records[13].LapsComplete,LapsComplete,NoneType,None,2025,6656
root.records[13].LapsDown,LapsDown,NoneType,None,2025,6656
root.records[13].BestLapTime,BestLapTime,NoneType,None,2025,6656
root.records[13].InLap,InLap,NoneType,None,2025,6656
root.records[13].LapsLed,LapsLed,NoneType,None,2025,6656
root.records[13].QualLap1,QualLap1,str, 38.6710,2025,6656
root.records[13].QualLap2,QualLap2,str, 38.8792,2025,6656
root.records[13].QualLap3,QualLap3,str, 38.8304,2025,6656
root.records[13].QualLap4,QualLap4,str, 38.9919,2025,6656
root.records[14].DriverUrl,DriverUrl,str,/Drivers/Kyffin-Simpson,2025,6656
root.records[14].ElapsedTime,ElapsedTime,str,02:35.4127,2025,6656
root.records[14].LapsComplete,LapsComplete,NoneType,None,2025,6656
root.records[14].LapsDown,LapsDown,NoneType,None,2025,6656
root.records[14].BestLapTime,BestLapTime,NoneType,None,2025,6656
root.records[14].InLap,InLap,NoneType,None,2025,6656
root.records[14].LapsLed,LapsLed,NoneType,None,2025,6656
root.records[14].QualLap1,QualLap1,str, 38.7937,2025,6656
root.records[14].QualLap2,QualLap2,str, 38.8439,2025,6656
root.records[14].QualLap3,QualLap3,str, 38.9210,2025,6656
root.records[14].QualLap4,QualLap4,str, 38.8541,2025,6656
root.records[15].DriverUrl,DriverUrl,str,/Drivers/Ed-Carpenter,2025,6656
root.records[15].ElapsedTime,ElapsedTime,str,02:35.4180,2025,6656
root.records[15].LapsComplete,LapsComplete,NoneType,None,2025,6656
root.records[15].LapsDown,LapsDown,NoneType,None,2025,6656
root.records[15].BestLapTime,BestLapTime,NoneType,None,2025,6656
root.records[15].InLap,InLap,NoneType,None,2025,6656
root.records[15].LapsLed,LapsLed,NoneType,None,2025,6656
root.records[15].QualLap1,QualLap1,str, 38.7904,2025,6656
root.records[15].QualLap2,QualLap2,str, 38.8833,2025,6656
root.records[15].QualLap3,QualLap3,str, 38.8448,2025,6656
root.records[15].QualLap4,QualLap4,str, 38.8995,2025,6656
root.records[16].DriverUrl,DriverUrl,str,/Drivers/Santino-Ferrucci,2025,6656
root.records[16].ElapsedTime,ElapsedTime,str,02:35.4453,2025,6656
root.records[16].LapsComplete,LapsComplete,NoneType,None,2025,6656
root.records[16].LapsDown,LapsDown,NoneType,None,2025,6656
root.records[16].BestLapTime,BestLapTime,NoneType,None,2025,6656
root.records[16].InLap,InLap,NoneType,None,2025,6656
root.records[16].LapsLed,LapsLed,NoneType,None,2025,6656
root.records[16].QualLap1,QualLap1,str, 38.8371,2025,6656
root.records[16].QualLap2,QualLap2,str, 38.8373,2025,6656
root.records[16].QualLap3,QualLap3,str, 38.8351,2025,6656
root.records[16].QualLap4,QualLap4,str, 38.9358,2025,6656
root.records[17].DriverUrl,DriverUrl,NoneType,None,2025,6656
root.records[17].ElapsedTime,ElapsedTime,str,02:35.4575,2025,6656
root.records[17].LapsComplete,LapsComplete,NoneType,None,2025,6656
root.records[17].LapsDown,LapsDown,NoneType,None,2025,6656
root.records[17].BestLapTime,BestLapTime,NoneType,None,2025,6656
root.records[17].InLap,InLap,NoneType,None,2025,6656
root.records[17].LapsLed,LapsLed,NoneType,None,2025,6656
root.records[17].QualLap1,QualLap1,str, 38.7468,2025,6656
root.records[17].QualLap2,QualLap2,str, 38.8389,2025,6656
root.records[17].QualLap3,QualLap3,str, 38.8811,2025,6656
root.records[17].QualLap4,QualLap4,str, 38.9907,2025,6656
root.records[18].DriverUrl,DriverUrl,str,/Drivers/Sting-Ray-Robb,2025,6656
root.records[18].ElapsedTime,ElapsedTime,str,02:35.5336,2025,6656
root.records[18].LapsComplete,LapsComplete,NoneType,None,2025,6656
root.records[18].LapsDown,LapsDown,NoneType,None,2025,6656
root.records[18].BestLapTime,BestLapTime,NoneType,None,2025,6656
root.records[18].InLap,InLap,NoneType,None,2025,6656
root.records[18].LapsLed,LapsLed,NoneType,None,2025,6656
root.records[18].QualLap1,QualLap1,str, 38.7773,2025,6656
root.records[18].QualLap2,QualLap2,str, 38.8971,2025,6656
root.records[18].QualLap3,QualLap3,str, 38.9527,2025,6656
root.records[18].QualLap4,QualLap4,str, 38.9065,2025,6656
root.records[19].DriverUrl,DriverUrl,str,/Drivers/Christian-Rasmussen,2025,6656
root.records[19].ElapsedTime,ElapsedTime,str,02:35.5489,2025,6656
root.records[19].LapsComplete,LapsComplete,NoneType,None,2025,6656
root.records[19].LapsDown,LapsDown,NoneType,None,2025,6656
root.records[19].BestLapTime,BestLapTime,NoneType,None,2025,6656
root.records[19].InLap,InLap,NoneType,None,2025,6656
root.records[19].LapsLed,LapsLed,NoneType,None,2025,6656
root.records[19].QualLap1,QualLap1,str, 38.7646,2025,6656
root.records[19].QualLap2,QualLap2,str, 38.9281,2025,6656
root.records[19].QualLap3,QualLap3,str, 38.9435,2025,6656
root.records[19].QualLap4,QualLap4,str, 38.9127,2025,6656
root.records[20].DriverUrl,DriverUrl,NoneType,None,2025,6656
root.records[20].ElapsedTime,ElapsedTime,str,02:35.6242,2025,6656
root.records[20].LapsComplete,LapsComplete,NoneType,None,2025,6656
root.records[20].LapsDown,LapsDown,NoneType,None,2025,6656
root.records[20].BestLapTime,BestLapTime,NoneType,None,2025,6656
root.records[20].InLap,InLap,NoneType,None,2025,6656
root.records[20].LapsLed,LapsLed,NoneType,None,2025,6656
root.records[20].QualLap1,QualLap1,str, 38.8021,2025,6656
root.records[20].QualLap2,QualLap2,str, 38.8883,2025,6656
root.records[20].QualLap3,QualLap3,str, 38.9354,2025,6656
root.records[20].QualLap4,QualLap4,str, 38.9984,2025,6656
root.records[21].DriverUrl,DriverUrl,str,/Drivers/Louis-Foster,2025,6656
root.records[21].ElapsedTime,ElapsedTime,str,02:35.8049,2025,6656
root.records[21].LapsComplete,LapsComplete,NoneType,None,2025,6656
root.records[21].LapsDown,LapsDown,NoneType,None,2025,6656
root.records[21].BestLapTime,BestLapTime,NoneType,None,2025,6656
root.records[21].InLap,InLap,NoneType,None,2025,6656
root.records[21].LapsLed,LapsLed,NoneType,None,2025,6656
root.records[21].QualLap1,QualLap1,str, 38.8669,2025,6656
root.records[21].QualLap2,QualLap2,str, 38.9154,2025,6656
root.records[21].QualLap3,QualLap3,str, 39.0120,2025,6656
root.records[21].QualLap4,QualLap4,str, 39.0106,2025,6656
root.records[22].DriverUrl,DriverUrl,NoneType,None,2025,6656
root.records[22].ElapsedTime,ElapsedTime,str,02:35.8489,2025,6656
root.records[22].LapsComplete,LapsComplete,NoneType,None,2025,6656
root.records[22].LapsDown,LapsDown,NoneType,None,2025,6656
root.records[22].BestLapTime,BestLapTime,NoneType,None,2025,6656
root.records[22].InLap,InLap,NoneType,None,2025,6656
root.records[22].LapsLed,LapsLed,NoneType,None,2025,6656
root.records[22].QualLap1,QualLap1,str, 38.9142,2025,6656
root.records[22].QualLap2,QualLap2,str, 38.9637,2025,6656
root.records[22].QualLap3,QualLap3,str, 38.9931,2025,6656
root.records[22].QualLap4,QualLap4,str, 38.9779,2025,6656
root.records[23].DriverUrl,DriverUrl,str,/Drivers/Helio-Castroneves,2025,6656
root.records[23].ElapsedTime,ElapsedTime,str,02:35.8592,2025,6656
root.records[23].LapsComplete,LapsComplete,NoneType,None,2025,6656
root.records[23].LapsDown,LapsDown,NoneType,None,2025,6656
root.records[23].BestLapTime,BestLapTime,NoneType,None,2025,6656
root.records[23].InLap,InLap,NoneType,None,2025,6656
root.records[23].LapsLed,LapsLed,NoneType,None,2025,6656
root.records[23].QualLap1,QualLap1,str, 38.9097,2025,6656
root.records[23].QualLap2,QualLap2,str, 38.9394,2025,6656
root.records[23].QualLap3,QualLap3,str, 39.0034,2025,6656
root.records[23].QualLap4,QualLap4,str, 39.0067,2025,6656
root.records[24].DriverUrl,DriverUrl,str,/Drivers/Kyle-Kirkwood,2025,6656
root.records[24].ElapsedTime,ElapsedTime,str,02:35.8999,2025,6656
root.records[24].LapsComplete,LapsComplete,NoneType,None,2025,6656
root.records[24].LapsDown,LapsDown,NoneType,None,2025,6656
root.records[24].BestLapTime,BestLapTime,NoneType,None,2025,6656
root.records[24].InLap,InLap,NoneType,None,2025,6656
root.records[24].LapsLed,LapsLed,NoneType,None,2025,6656
root.records[24].QualLap1,QualLap1,str, 38.8022,2025,6656
root.records[24].QualLap2,QualLap2,str, 38.9161,2025,6656
root.records[24].QualLap3,QualLap3,str, 38.9177,2025,6656
root.records[24].QualLap4,QualLap4,str, 39.2639,2025,6656
root.records[25].DriverUrl,DriverUrl,str,/Drivers/Nolan-Siegel,2025,6656
root.records[25].ElapsedTime,ElapsedTime,str,02:36.1342,2025,6656
root.records[25].LapsComplete,LapsComplete,NoneType,None,2025,6656
root.records[25].LapsDown,LapsDown,NoneType,None,2025,6656
root.records[25].BestLapTime,BestLapTime,NoneType,None,2025,6656
root.records[25].InLap,InLap,NoneType,None,2025,6656
root.records[25].LapsLed,LapsLed,NoneType,None,2025,6656
root.records[25].QualLap1,QualLap1,str, 38.9652,2025,6656
root.records[25].QualLap2,QualLap2,str, 38.9952,2025,6656
root.records[25].QualLap3,QualLap3,str, 39.0642,2025,6656
root.records[25].QualLap4,QualLap4,str, 39.1096,2025,6656
root.records[26].DriverUrl,DriverUrl,str,/Drivers/Ryan-Hunter-Reay,2025,6656
root.records[26].ElapsedTime,ElapsedTime,str,02:36.2752,2025,6656
root.records[26].LapsComplete,LapsComplete,NoneType,None,2025,6656
root.records[26].LapsDown,LapsDown,NoneType,None,2025,6656
root.records[26].BestLapTime,BestLapTime,NoneType,None,2025,6656
root.records[26].InLap,InLap,NoneType,None,2025,6656
root.records[26].LapsLed,LapsLed,NoneType,None,2025,6656
root.records[26].QualLap1,QualLap1,str, 39.0208,2025,6656
root.records[26].QualLap2,QualLap2,str, 39.0438,2025,6656
root.records[26].QualLap3,QualLap3,str, 39.1288,2025,6656
root.records[26].QualLap4,QualLap4,str, 39.0818,2025,6656
root.records[27].DriverUrl,DriverUrl,str,/Drivers/Jack-Harvey,2025,6656
root.records[27].ElapsedTime,ElapsedTime,str,02:36.2853,2025,6656
root.records[27].LapsComplete,LapsComplete,NoneType,None,2025,6656
root.records[27].LapsDown,LapsDown,NoneType,None,2025,6656
root.records[27].BestLapTime,BestLapTime,NoneType,None,2025,6656
root.records[27].InLap,InLap,NoneType,None,2025,6656
root.records[27].LapsLed,LapsLed,NoneType,None,2025,6656
root.records[27].QualLap1,QualLap1,str, 38.9101,2025,6656
root.records[27].QualLap2,QualLap2,str, 39.0487,2025,6656
root.records[27].QualLap3,QualLap3,str, 39.2036,2025,6656
root.records[27].QualLap4,QualLap4,str, 39.1229,2025,6656
root.records[28].DriverUrl,DriverUrl,NoneType,None,2025,6656
root.records[28].ElapsedTime,ElapsedTime,str,02:36.3910,2025,6656
root.records[28].LapsComplete,LapsComplete,NoneType,None,2025,6656
root.records[28].LapsDown,LapsDown,NoneType,None,2025,6656
root.records[28].BestLapTime,BestLapTime,NoneType,None,2025,6656
root.records[28].InLap,InLap,NoneType,None,2025,6656
root.records[28].LapsLed,LapsLed,NoneType,None,2025,6656
root.records[28].QualLap1,QualLap1,str, 39.1173,2025,6656
root.records[28].QualLap2,QualLap2,str, 39.0871,2025,6656
root.records[28].QualLap3,QualLap3,str, 39.0924,2025,6656
root.records[28].QualLap4,QualLap4,str, 39.0942,2025,6656
root.records[29].DriverUrl,DriverUrl,str,/Drivers/Graham-Rahal,2025,6656
root.records[29].ElapsedTime,ElapsedTime,str,02:36.6152,2025,6656
root.records[29].LapsComplete,LapsComplete,NoneType,None,2025,6656
root.records[29].LapsDown,LapsDown,NoneType,None,2025,6656
root.records[29].BestLapTime,BestLapTime,NoneType,None,2025,6656
root.records[29].InLap,InLap,NoneType,None,2025,6656
root.records[29].LapsLed,LapsLed,NoneType,None,2025,6656
root.records[29].QualLap1,QualLap1,str, 39.0302,2025,6656
root.records[29].QualLap2,QualLap2,str, 39.1385,2025,6656
root.records[29].QualLap3,QualLap3,str, 39.2382,2025,6656
root.records[29].QualLap4,QualLap4,str, 39.2083,2025,6656
root.records[30].DriverUrl,DriverUrl,NoneType,None,2025,6656
root.records[30].ElapsedTime,ElapsedTime,str,02:36.6180,2025,6656
root.records[30].LapsComplete,LapsComplete,NoneType,None,2025,6656
root.records[30].LapsDown,LapsDown,NoneType,None,2025,6656
root.records[30].BestLapTime,BestLapTime,NoneType,None,2025,6656
root.records[30].InLap,InLap,NoneType,None,2025,6656
root.records[30].LapsLed,LapsLed,NoneType,None,2025,6656
root.records[30].QualLap1,QualLap1,str, 39.0480,2025,6656
root.records[30].QualLap2,QualLap2,str, 39.1769,2025,6656
root.records[30].QualLap3,QualLap3,str, 39.0925,2025,6656
root.records[30].QualLap4,QualLap4,str, 39.3006,2025,6656
root.records[31].DriverUrl,DriverUrl,str,/Drivers/Rinus-VeeKay,2025,6656
root.records[31].ElapsedTime,ElapsedTime,str,02:36.8501,2025,6656
root.records[31].LapsComplete,LapsComplete,NoneType,None,2025,6656
